id,question,response,category,topic,row_type,source_url,note
1789,Which section lists Academic Records?,Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1790,"For a learner, Which section lists Academic Records? today",Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1791,"In simple words, Which section lists Academic Records? in simple terms",Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1792,Where does Academic Records belong in YABATECH?,Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1793,"In simple words, Where does Academic Records belong in YABATECH? for students",Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1794,"For a learner, Where does Academic Records belong in YABATECH?",Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1795,Give me a fact about Academic Records,Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1796,"In simple words, Give me a fact about Academic Records as a chatbot response",Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1797,I want to know: Give me a fact about Academic Records for students,Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1798,Is Academic Records listed on YABATECH website?,Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1799,Quick question: Is Academic Records listed on YABATECH website? on YABATECH website,Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1800,Please answer: Is Academic Records listed on YABATECH website? in simple terms,Academic Records is listed under Registry-related units on the official YABATECH website.,registry,Academic Records,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1801,Is Academic Staff Personnel under YABATECH Registry?,Academic Staff Personnel is listed under Registry-related units on the official YABATECH website.,registry,Academic Staff Personnel,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1802,Student asked: Is Academic Staff Personnel under YABATECH Registry? today,Academic Staff Personnel is listed under Registry-related units on the official YABATECH website.,registry,Academic Staff Personnel,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1803,Quick question: Is Academic Staff Personnel under YABATECH Registry? for students,Academic Staff Personnel is listed under Registry-related units on the official YABATECH website.,registry,Academic Staff Personnel,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
